Session,catB,catC,catE,catF,catG,catH,catJ,catK,catL,catM,catN,catO,catP,catQ
32582,0.9,0.9,0.8,0.5142857142857143,0.8,1.0,0.8,1.0,1.0,1.0,0.16666666666666666,3.2900000000000005,1.0,0.14898688915375444
32591,0.8,0.575,0.0,0.42857142857142855,0.0,0.5,0.25,0.5,0.8,0.0,0.3333333333333333,1.8356666666666663,0.8,0.2938144329896906
32609,0.9,0.95,1.0,0.8571428571428571,0.5,1.0,0.25,0.8,0.0,0.5,0.3333333333333333,2.027,1.0,2.4450261780104707
32731,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.5316666666666665,1.0,0.29101796407185626
32739,1.0,0.8,1.0,0.6571428571428571,0.5,1.0,0.9,1.0,1.0,0.8,0.16666666666666666,2.8321666666666663,1.0,0.2672147995889003
32764,0.8,0.8,0.0,0.2857142857142857,0.0,0.8,0.8,0.8,0.8,1.0,0.6666666666666666,1.8903333333333328,0.8,0.12336892052194552
32859,0.8,0.8500000000000001,1.0,0.7999999999999999,0.5,0.8,0.25,0.8,0.5,0.8,0.6666666666666666,2.1123333333333334,1.0,0.3076923076923077
33108,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,2.1253333333333333,1.0,0.4988584474885845
33194,0.65,0.8,0.5,0.14285714285714285,0.0,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,1.2148333333333332,0.5,0.4253246753246753
33400,1.0,1.0,1.0,0.8857142857142858,0.8,1.0,0.5,1.0,1.0,1.0,0.8333333333333334,3.177833333333333,1.0,0.3289623717217787
33449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.627166666666666,1.0,0.11385701676963805
33887,1.0,0.8999999999999999,1.0,0.5,0.0,1.0,0.75,1.0,1.0,0.8,0.16666666666666666,2.6485,1.0,0.3261390887290168
34238,1.0,1.0,1.0,0.8285714285714286,1.0,1.0,1.0,1.0,0.8,1.0,0.8333333333333334,4.0,1.0,0.23153252480705624
34879,0.8,0.7250000000000001,1.0,0.42857142857142855,0.0,0.8,0.0,0.8,0.5,0.0,0.5,0.0,1.0,0.361244019138756
35162,0.8,0.575,1.0,0.14285714285714285,0.0,0.5,0.4,0.5,0.5,0.5,0.6666666666666666,1.7435,1.0,0.048
35165,1.0,1.0,1.0,0.7142857142857143,0.0,1.0,1.0,1.0,0.8,0.8,0.6666666666666666,2.491,1.0,0.27946537059538273
35750,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.8,0.8333333333333334,1.9165,1.0,0.16513761467889898
36278,1.0,1.0,1.0,0.8571428571428571,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,2.8681666666666668,1.0,0.17264276228419656
37391,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,0.9,1.0,1.0,1.0,0.6666666666666666,1.9048333333333327,1.0,0.16322701688555344
37429,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,0.9,1.0,1.0,0.8,0.75,2.628,1.0,0.1206896551724137
38411,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.0708333333333333,1.0,0.05827505827505827
38761,0.8,0.5,0.5,0.37142857142857144,0.0,0.5,0.75,0.8,0.5,0.5,0.3333333333333333,3.1245,1.0,0.2374429223744293
38907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8098333333333336,1.0,0.15477293790546806
38996,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.612833333333333,1.0,0.30427764326069423
39121,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.5,2.564833333333333,1.0,0.4437229437229435
39768,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,0.8,1.0,0.8333333333333334,4.0,1.0,0.1299254526091587
39880,1.0,1.0,1.0,0.7428571428571429,0.8,1.0,1.0,1.0,1.0,1.0,0.5,3.2745,1.0,0.2565445026178009
39988,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,0.9,1.0,0.8,0.5,0.8333333333333334,2.705833333333333,1.0,0.3125748502994013
40178,1.0,1.0,1.0,0.8571428571428571,0.5,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,2.1283333333333334,1.0,0.1344232515894641
40347,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.341666666666667,1.0,0.24037558685446014
40403,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,0.5,1.0,0.8333333333333334,2.9360000000000004,1.0,0.072992700729927
40416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3725,1.0,0.18644067796610164
40517,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,0.8,1.0,0.8333333333333334,3.63,1.0,0.19878048780487803
40595,0.8,0.65,0.8,0.37142857142857144,0.0,0.0,0.75,0.8,0.8,0.8,0.3333333333333333,1.7911666666666666,1.0,0.31445603576751113
40643,1.0,1.0,1.0,0.7999999999999999,0.5,1.0,1.0,1.0,1.0,1.0,0.5,3.3703333333333334,1.0,0.0756756756756756
40650,1.0,1.0,1.0,0.7999999999999999,0.8,1.0,1.0,1.0,1.0,1.0,0.5,3.023,1.0,0.2100175746924428
40668,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,0.75,1.0,1.0,1.0,0.8333333333333334,3.220166666666667,1.0,0.07782101167315175
40786,1.0,1.0,1.0,0.8857142857142858,0.8,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,2.5521666666666665,1.0,0.14959202175883954
40828,1.0,1.0,1.0,0.5714285714285714,0.5,1.0,0.5,0.8,1.0,1.0,0.5,3.011333333333333,1.0,0.2826855123674911
40869,1.0,1.0,1.0,0.5142857142857143,0.0,0.8,1.0,1.0,0.8,0.8,0.5,3.055333333333333,1.0,0.1228710462287104
40897,1.0,0.8500000000000001,1.0,0.7999999999999999,0.0,0.8,1.0,1.0,1.0,1.0,0.6666666666666666,2.7485,1.0,0.22508398656215012
40916,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,3.7545,1.0,0.3349374398460057
40920,1.0,1.0,1.0,0.6,0.5,1.0,1.0,0.8,1.0,1.0,0.5,1.8968333333333331,1.0,0.3023023023023023
40941,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,2.9675,1.0,0.08413461538461539
41033,1.0,1.0,1.0,0.6857142857142857,0.8,1.0,0.65,0.8,1.0,0.8,0.5,3.0905,1.0,0.6252465483234714
41124,1.0,0.8999999999999999,0.8,0.6857142857142857,0.8,0.8,0.65,0.8,1.0,0.8,0.6666666666666666,2.1678333333333333,1.0,0.17397078353253645
41131,1.0,0.8,1.0,0.7142857142857143,0.0,1.0,1.0,0.8,0.8,1.0,0.5,0.9256666666666667,1.0,0.07482993197278905
41173,1.0,1.0,1.0,0.2857142857142857,0.0,1.0,1.0,1.0,1.0,1.0,0.5,2.615833333333333,1.0,0.09340188517566403
41209,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,3.1631666666666667,1.0,0.2436738519212746
41215,1.0,0.8500000000000001,1.0,0.7142857142857143,0.0,0.8,0.0,1.0,0.5,0.5,0.3333333333333333,2.148,1.0,0.3111545988258317
41221,1.0,1.0,1.0,0.8285714285714286,0.5,1.0,1.0,1.0,1.0,0.8,0.8333333333333334,3.333166666666667,1.0,0.2679180887372014
41220,1.0,1.0,1.0,0.6571428571428571,0.5,1.0,1.0,1.0,1.0,1.0,0.5,3.432,1.0,0.09569892473118287
41380,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,0.9,0.8,1.0,0.8,0.3333333333333333,2.765166666666667,1.0,0.07223476297968393
41389,1.0,0.9,1.0,0.42857142857142855,0.0,0.5,1.0,0.8,0.8,0.8,0.6666666666666666,1.9556666666666669,1.0,0.22839506172839494
41432,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,1.0,0.8,0.6666666666666666,1.6935,1.0,0.2294372294372293
41486,0.65,0.7250000000000001,0.5,0.39999999999999997,0.0,0.0,0.4,0.8,0.8,0.8,0.16666666666666666,1.7655,1.0,0.12903225806451607
41622,1.0,1.0,1.0,0.8285714285714286,0.5,1.0,0.5,0.8,1.0,0.8,0.3333333333333333,2.5825,1.0,0.2277486910994764
41805,0.8,0.5,0.0,0.2857142857142857,0.0,0.0,0.4,0.8,1.0,0.5,0.5833333333333334,2.213,0.5,0.025100401606425703
41808,1.0,1.0,1.0,0.9428571428571428,0.0,1.0,0.5,0.8,1.0,0.8,0.8333333333333334,2.1316666666666664,1.0,0.26118067978533105
41858,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.5285,1.0,0.23654822335025374
41887,1.0,0.7749999999999999,0.8,0.5714285714285714,0.5,1.0,0.4,1.0,0.5,1.0,0.5,3.1038333333333328,1.0,0.1777777777777777
41950,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,3.655,1.0,0.16759388038942982
41976,1.0,1.0,1.0,0.9714285714285714,0.8,1.0,1.0,1.0,1.0,1.0,0.5,2.623166666666666,1.0,0.10676392572944292
42252,1.0,1.0,1.0,0.7999999999999999,0.5,1.0,0.75,1.0,1.0,1.0,0.5,3.4448333333333334,1.0,0.5142065142065141
42275,1.0,1.0,0.8,0.7428571428571429,0.0,1.0,0.4,0.8,1.0,1.0,0.5,2.5438333333333336,1.0,0.3025830258302584
42500,1.0,1.0,1.0,0.7142857142857143,0.8,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,3.814666666666666,1.0,0.1639344262295082
42611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.5386666666666664,1.0,0.17699115044247787
42619,1.0,1.0,1.0,0.8857142857142858,0.5,1.0,0.9,0.8,0.8,0.5,1.0,2.8851666666666667,1.0,0.10513739545997608
42946,1.0,0.8500000000000001,1.0,0.6571428571428571,0.0,1.0,0.25,0.8,0.5,0.5,0.5,1.9793333333333327,1.0,0.6885553470919326
43613,1.0,1.0,1.0,0.7999999999999999,0.5,1.0,1.0,1.0,1.0,1.0,0.5,2.644,1.0,0.013667425968109373
43657,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,1.0,0.8,1.0,0.8,0.8333333333333334,2.4806666666666666,1.0,0.08555729984301418
43825,1.0,0.95,1.0,0.8571428571428571,0.0,1.0,1.0,1.0,1.0,1.0,0.5,2.3171666666666666,1.0,0.0316558441558442
44645,1.0,1.0,1.0,1.0,0.8,1.0,0.9,1.0,1.0,1.0,0.4166666666666667,2.4711666666666665,1.0,0.1453796350794586
45417,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,1.0,1.0,1.0,3.3676666666666666,1.0,0.0499092558983666
45523,0.9,0.8500000000000001,1.0,0.37142857142857144,0.0,0.5,0.75,0.8,0.8,0.8,0.16666666666666666,2.256833333333333,0.5,0.030681818181818213
45543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.197333333333333,1.0,0.16011235955056166
45646,1.0,0.95,1.0,0.6571428571428571,0.0,1.0,0.8,1.0,1.0,1.0,0.3333333333333333,1.6661666666666666,1.0,0.4368231046931408
45795,0.9,0.95,1.0,0.7142857142857143,0.5,1.0,0.25,0.5,0.0,0.5,0.6666666666666666,1.3119999999999998,1.0,0.7570422535211266
46119,1.0,1.0,1.0,0.7142857142857143,0.8,1.0,1.0,1.0,0.8,1.0,0.8333333333333334,2.9448333333333334,1.0,0.16592592592592598
46376,1.0,1.0,1.0,0.7999999999999999,0.5,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,3.482166666666666,1.0,0.16261480280929225
46404,1.0,1.0,1.0,0.7999999999999999,0.8,1.0,1.0,1.0,1.0,1.0,0.5,2.0941666666666667,1.0,0.15296989422294555
46722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,2.0621666666666667,1.0,0.20160000000000006
46877,1.0,1.0,1.0,0.5142857142857143,0.5,1.0,1.0,0.8,0.8,0.5,0.5,2.058666666666667,1.0,0.2758620689655173
47129,1.0,0.95,1.0,0.8571428571428571,0.5,1.0,0.9,1.0,1.0,1.0,0.6666666666666666,2.4368333333333334,1.0,0.054862842892768035
47275,0.9,0.65,0.8,0.3428571428571429,0.0,0.0,0.25,0.8,0.5,1.0,0.0,1.5733333333333337,1.0,0.1717171717171718
47793,1.0,0.95,1.0,0.6571428571428571,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,2.786666666666666,1.0,0.0394618834080718
48614,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,0.75,1.0,1.0,1.0,0.8333333333333334,3.861333333333333,1.0,0.3112085159674389
49134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,2.903833333333333,1.0,0.12653898768809851
49155,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.677666666666667,1.0,0.14220183486238533
49262,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,1.0,1.0,1.0,1.0,1.0,3.2891666666666666,1.0,0.4163533834586466
49279,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,2.7336666666666667,1.0,0.18610863757791635
49361,1.0,1.0,0.8,0.9428571428571428,0.8,1.0,0.9,1.0,1.0,1.0,0.8333333333333334,4.0,1.0,0.05973295853829936
49608,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.2564999999999995,1.0,0.13184079601990056
50542,0.9,1.0,0.8,0.5714285714285714,0.5,1.0,0.9,1.0,1.0,1.0,0.3333333333333333,2.2023333333333333,1.0,0.38116100766703176
51154,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,1.0,1.0,1.0,1.0,0.5,2.25,1.0,0.16763969974979145
51477,1.0,1.0,1.0,0.8571428571428571,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.7243333333333333,1.0,0.15198451113262346
51502,0.8,0.8999999999999999,0.8,0.5142857142857143,0.5,1.0,0.75,0.8,0.8,0.8,0.8333333333333334,2.965666666666667,1.0,0.1926977687626775
51505,1.0,1.0,1.0,1.0,0.8,1.0,0.75,0.8,0.5,0.8,0.5,1.8136666666666668,1.0,0.09763313609467447
51555,1.0,0.95,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,2.7715,1.0,0.08506224066390045
51613,1.0,1.0,1.0,0.5714285714285714,0.8,1.0,0.75,1.0,0.5,1.0,0.3333333333333333,2.6386666666666665,1.0,0.18899082568807332
51680,1.0,1.0,1.0,0.7999999999999999,0.8,1.0,1.0,1.0,1.0,0.8,0.8333333333333334,1.882,1.0,0.10334346504559272
51722,1.0,0.95,1.0,0.7142857142857143,0.0,1.0,0.9,1.0,0.8,0.8,0.6666666666666666,3.709166666666667,1.0,0.09941520467836253
51790,1.0,1.0,0.0,0.5857142857142856,0.0,0.8,0.75,0.5,1.0,0.5,0.3333333333333333,2.9011666666666667,1.0,1.3814898419864559
51867,0.9,1.0,1.0,0.5142857142857143,0.0,1.0,1.0,0.8,0.8,0.8,1.0,0.6971666666666666,1.0,0.4823399558498897
51875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.3488333333333333,1.0,0.12523599748269354
52095,1.0,1.0,1.0,0.8571428571428571,0.5,1.0,0.75,1.0,0.8,0.8,1.0,3.4326666666666665,1.0,0.5859519408502774
52097,1.0,1.0,1.0,0.7142857142857143,0.5,1.0,0.9,0.8,0.5,0.8,0.8333333333333334,3.472,1.0,0.17368421052631575
52101,1.0,0.8500000000000001,1.0,0.6571428571428571,0.8,1.0,0.9,1.0,0.8,0.8,0.6666666666666666,3.737166666666667,1.0,0.04036458333333326
52104,1.0,1.0,1.0,0.6571428571428571,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,2.724166666666666,1.0,0.044173648134044036
52109,1.0,1.0,0.5,0.7142857142857143,0.0,1.0,0.9,1.0,1.0,1.0,1.0,3.26,1.0,0.21217391304347832
52115,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,1.0,1.0,0.8,0.8,0.8333333333333334,2.315166666666667,1.0,0.08163265306122443
52116,1.0,1.0,1.0,0.7999999999999999,0.8,1.0,1.0,1.0,0.8,0.8,1.0,2.7648333333333333,1.0,0.3084967320261437
52119,0.9,1.0,0.8,0.42857142857142855,0.0,1.0,0.5,0.5,1.0,0.8,0.6666666666666666,2.1601666666666666,1.0,0.0789115646258503
52230,1.0,0.8999999999999999,1.0,0.7999999999999999,1.0,1.0,0.5,1.0,0.8,0.8,0.16666666666666666,2.3305,1.0,1.1976401179941003
52277,1.0,1.0,1.0,0.8571428571428571,0.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,2.6331666666666664,1.0,0.14085820895522394
52351,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,0.75,1.0,1.0,1.0,0.5,2.1195,1.0,0.22250639386189247
52354,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,1.0,0.8,0.8,0.8,0.8333333333333334,3.068,1.0,0.18947368421052635
52966,0.65,0.8999999999999999,1.0,0.5714285714285714,0.0,0.8,0.25,0.5,0.0,0.0,0.3333333333333333,3.4628333333333337,0.5,0.5071428571428571
52993,0.65,0.9,0.8,0.2857142857142857,0.0,1.0,0.5,0.8,0.8,0.8,0.6666666666666666,1.9153333333333336,1.0,0.6443298969072165
53023,1.0,1.0,1.0,0.6571428571428571,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.4266666666666667,1.0,0.07888805409466566
53176,1.0,1.0,1.0,0.6,0.8,0.8,0.4,1.0,0.5,0.8,0.5,2.7985,1.0,0.2543252595155709
53360,1.0,1.0,1.0,0.8571428571428571,0.5,1.0,0.75,1.0,1.0,1.0,0.6666666666666666,3.8025,1.0,0.033189920098340535
53387,1.0,1.0,1.0,0.5142857142857143,0.8,1.0,1.0,1.0,0.8,0.8,0.6666666666666666,1.8481666666666667,1.0,0.18006993006993013
53408,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8,1.0,0.8,1.0,3.045833333333333,1.0,0.12314098750743616
53533,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.661,1.0,0.5051546391752578
53756,1.0,0.8,1.0,0.6571428571428571,0.5,1.0,0.8,0.8,0.8,0.8,0.5,2.4406666666666665,1.0,0.2846251588310039
53803,1.0,1.0,1.0,0.6571428571428571,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.723,1.0,0.13624678663239068
54166,1.0,1.0,1.0,0.8571428571428571,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.1841666666666666,1.0,0.07043558850787761
30518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,3.116,0.0,0.4413646055437101
46860,0.9,0.5,1.0,0.7142857142857143,0.5,0.0,0.0,0.0,0.0,0.0,0.25,1.4791666666666667,0.0,1.7343749999999998
27873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4928333333333333,0.0,
32379,0.9,1.0,0.8,0.7142857142857143,0.0,1.0,0.4,0.8,0.0,0.5,0.16666666666666666,2.001,0.0,0.9423728813559322
48623,1.0,1.0,1.0,0.7999999999999999,0.8,1.0,0.9,1.0,1.0,1.0,0.6666666666666666,1.8766666666666667,1.0,0.04834605597964373
51614,1.0,0.9,1.0,0.6571428571428571,0.0,0.8,0.8,0.8,0.5,0.8,0.5,2.5621666666666667,1.0,0.17966101694915268
32061,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,0.25,0.5,0.5,0.5,0.4166666666666667,2.760333333333333,1.0,0.033860045146726865
42561,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.8,0.8,1.0,0.4166666666666667,2.1665,1.0,0.08683729433272394
44790,0.9,1.0,1.0,0.7428571428571429,0.8,1.0,0.8,1.0,0.5,0.8,0.0,2.4841666666666664,1.0,1.0072463768115942
45870,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,0.9,1.0,1.0,1.0,0.8333333333333334,4.0,1.0,0.31837738168408114
50492,0.65,0.575,1.0,0.5714285714285714,0.0,0.5,0.25,0.8,0.5,0.5,0.4166666666666667,2.931833333333333,1.0,0.42819148936170215
50530,0.9,0.9,1.0,0.7142857142857143,0.0,0.8,0.25,0.8,0.0,0.5,0.25,2.0015,1.0,0.22847682119205304
51404,1.0,1.0,1.0,0.8571428571428571,0.5,0.8,0.5,1.0,0.5,0.8,0.5833333333333334,3.523,1.0,0.4742729306487696
51411,0.8,0.8500000000000001,0.8,0.7428571428571429,0.5,0.8,0.0,0.5,0.0,0.5,0.25,2.9305,1.0,0.2372881355932204
51604,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,3.8716666666666666,1.0,0.15420560747663556
53441,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,0.75,0.8,0.0,0.8,0.5833333333333334,3.3625000000000003,1.0,0.39177101967799655
26312,0.9,0.8,1.0,0.6,0.5,0.5,0.0,0.5,0.5,0.5,0.5,3.009833333333333,1.0,0.17845117845117847
26353,0.65,0.375,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.5345000000000002,0.0,1.1032863849765258
26592,0.9,0.8500000000000001,1.0,0.6571428571428571,0.0,1.0,0.0,0.8,0.0,0.5,0.8333333333333334,2.6655,1.0,0.31686046511627913
27069,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,0.75,1.0,0.8,0.8,0.5,4.0,1.0,0.11317254174397035
30794,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,0.6666666666666666,1.9661666666666668,1.0,0.06855439642324891
31426,0.8,0.8,1.0,0.5714285714285714,0.0,1.0,0.25,0.5,0.0,0.8,0.16666666666666666,3.1821666666666677,0.5,0.6552901023890785
32799,1.0,0.8500000000000001,1.0,0.8571428571428571,0.8,1.0,0.65,0.5,0.5,0.5,0.5,2.615166666666666,1.0,0.44966442953020136
33067,1.0,1.0,1.0,1.0,0.8,1.0,0.65,0.8,0.0,0.0,0.16666666666666666,3.398,1.0,0.17792792792792791
35849,1.0,1.0,0.0,0.6571428571428571,0.5,1.0,0.5,0.8,0.0,0.5,0.6666666666666666,0.8841666666666667,1.0,0.02250803858520898
41030,0.9,0.65,1.0,0.6571428571428571,0.0,0.5,0.0,0.8,0.5,0.8,0.6666666666666666,3.1710000000000003,1.0,0.3159041394335512
41345,0.9,0.8500000000000001,1.0,0.5714285714285714,0.0,1.0,0.5,0.8,0.8,0.8,0.4166666666666667,3.105166666666667,1.0,0.24418604651162776
41360,0.8,0.9,1.0,0.7142857142857143,0.5,1.0,1.0,0.8,0.5,0.5,0.5,3.514,1.0,0.29354207436399216
42426,1.0,1.0,1.0,0.5142857142857143,0.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,3.4715000000000003,1.0,0.32248219735503564
42515,1.0,1.0,1.0,0.8857142857142858,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,2.5805,1.0,0.4403080872913992
44861,0.8,0.8500000000000001,1.0,0.6571428571428571,0.0,1.0,0.0,0.8,0.0,0.8,0.08333333333333333,1.6173333333333335,1.0,0.23121387283236994
45458,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,0.8,1.0,0.25,3.426333333333333,1.0,0.3316912972085385
48793,1.0,0.9,1.0,0.5142857142857143,0.5,0.8,0.8,1.0,0.5,0.5,0.5,2.690166666666667,0.5,0.1528301886792453
48890,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,1.0,1.0,1.0,0.8,0.3333333333333333,1.188,1.0,0.4310880829015545
49356,1.0,1.0,1.0,0.8571428571428571,0.5,1.0,0.75,1.0,0.8,0.8,0.3333333333333333,3.2168333333333337,1.0,0.014869888475836378
51106,1.0,1.0,1.0,0.42857142857142855,0.0,1.0,0.75,1.0,0.8,1.0,1.0,2.8258333333333336,0.5,0.17836257309941522
52079,1.0,0.8500000000000001,0.8,0.6571428571428571,0.0,1.0,0.8,0.8,0.8,1.0,0.6666666666666666,1.8163333333333336,1.0,0.2647058823529412
52105,1.0,1.0,0.8,0.5714285714285714,0.5,1.0,0.9,1.0,1.0,1.0,1.0,2.499,1.0,0.5038419319429199
53748,1.0,1.0,1.0,0.5714285714285714,0.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.764333333333333,1.0,0.13442622950819685
41335,0.9,0.8999999999999999,0.5,0.6571428571428571,0.0,0.8,0.0,0.5,0.0,0.5,0.25,2.8825000000000003,0.5,0.37588652482269497
46947,1.0,0.8500000000000001,0.8,0.2857142857142857,0.0,0.8,0.0,0.5,0.0,0.5,0.25,2.3195,1.0,0.2692307692307692
23102,0.5,0.125,0.5,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.8416666666666668,0.5,0.7647058823529412
24238,0.8,0.65,0.5,0.6,0.0,0.5,0.0,0.5,0.0,0.5,0.6666666666666666,1.2619999999999998,1.0,0.5683229813664595
24249,1.0,0.8500000000000001,1.0,0.7142857142857143,0.5,1.0,0.25,1.0,0.5,0.8,0.5,1.5035,0.5,0.2590673575129533
24392,0.8,0.8500000000000001,1.0,0.6571428571428571,0.0,1.0,0.25,0.8,0.5,0.8,0.3333333333333333,1.7641666666666664,1.0,0.2232142857142857
24416,1.0,0.8500000000000001,1.0,0.7142857142857143,0.0,0.5,0.5,0.8,0.5,0.5,0.5,1.515,1.0,0.08295964125560544
24474,0.65,0.375,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1933333333333334,1.0,0.5223367697594501
24565,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,0.25,0.5,0.0,0.0,0.5,1.2005,1.0,0.19678714859437746
26290,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,3.7546666666666666,1.0,0.2321270962047661
26301,1.0,0.8999999999999999,1.0,0.8571428571428571,0.5,1.0,0.4,1.0,0.8,1.0,0.8333333333333334,2.2808333333333333,1.0,0.3503325942350333
26590,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.9743333333333335,1.0,0.11147186147186144
26686,1.0,0.95,1.0,0.7142857142857143,0.5,1.0,0.65,1.0,0.8,1.0,0.3333333333333333,2.611166666666666,1.0,0.5326530612244899
26829,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,2.9483333333333337,1.0,0.12847222222222215
26860,1.0,1.0,1.0,0.8857142857142858,0.8,1.0,1.0,1.0,0.8,1.0,0.8333333333333334,3.525,1.0,0.15783664459161145
26867,1.0,1.0,1.0,0.6,0.0,1.0,0.9,1.0,0.8,1.0,1.0,2.956666666666667,1.0,0.2610837438423645
26878,1.0,0.95,1.0,0.7142857142857143,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.6540000000000001,1.0,0.17677419354838714
27003,1.0,1.0,1.0,0.7142857142857143,0.5,1.0,0.75,1.0,0.5,1.0,0.8333333333333334,1.2463333333333333,1.0,0.06097560975609756
