Session,Response,Type,Item,WCPM,Accuracy,Prosody,Retell,SAQ1,SAQ2
31729,556520,3026,3106,128.8,1,4,2.365,0,2
31731,556549,3026,450,125.2,0.966,3.6,2.656,0,0
31731,556554,3026,2503,106.5,1,3.3,3.1575,0,0
31731,556559,3026,320,119.2,0.921,3.3,2.793,2,2
31733,556588,3026,2801,26.7,0.273,1.3,2.8975,0,0
31733,556592,3026,3105,38.8,0.466,1.4,1.5235,0,0
31733,556596,3026,2601,64.5,0.786,1.9,2.8075,2,2
31739,556696,3026,2801,100.1,1,3,1.792,2,2
31739,556700,3026,3105,97.6,1,3.1,1.265,2,0
31739,556704,3026,2601,112,1,3.1,1.815,0,0
31743,556772,3026,2401,45,0.778,1.9,1.37,2,2
31743,556776,3026,350,43,0.762,1.7,1,0,0
31743,556781,3026,2203,44,0.659,1.9,1.531,0,0
31760,557024,3026,2801,140.8,1,4.4,4,2,2
31760,557028,3026,3105,131.4,0.986,4.3,3.7985,2,2
31760,557032,3026,2601,157.1,0.991,4.4,3.338,2,2
31788,557533,3026,330,71.9,0.989,2.5,4,0,2
31788,557537,3026,2201,68.9,0.907,2.5,3.298,1,2
31788,557541,3026,2202,87.4,1,3,3.3575,2,0
31805,557824,3026,2801,112.1,1,3.6,3.333,2,0
31805,557829,3026,3105,85.5,0.993,2.9,2.6435,2,0
31805,557833,3026,2601,94.4,1,3.1,2.706,0,0
31859,558820,3026,2801,102.3,0.989,3,2.2115,0,2
31859,558824,3026,3105,106.7,0.993,3.1,1.5015,0,0
31859,558828,3026,2601,105.6,0.957,2.9,1.585,2,0
31876,559136,3026,2801,125.4,1,3.3,2.575,2,2
31876,559140,3026,3105,92.3,0.74,2.9,2.4645,1,2
31876,559144,3026,2601,125.5,0.949,3.3,2.3385,0,0
31877,559154,3026,450,91.6,0.966,3,2.9205,2,2
31877,559158,3026,2503,90.1,1,3.1,2.9755,0,2
31877,559162,3026,320,117.8,1,3.5,3.8255,2,2
31882,559246,3026,450,133.1,1,3.7,3.7955,2,2
31882,559250,3026,2503,90.8,1,3,3.2635,2,0
31882,559254,3026,320,120.3,1,3.6,2.6095,2,2
31888,559345,3026,1505,58.6,1,1.9,3.2575,0,2
31888,559350,3026,1807,61.4,0.986,1.9,2.1285,0,0
31888,559355,3026,1804,69.6,0.971,2,3.1385,0,2
31894,559443,3026,2801,114.8,1,3.5,4,2,2
31894,559447,3026,3105,85.8,0.979,2.7,3.36,0,0
31894,559452,3026,2601,107.7,1,3.5,3.8845,2,0
31930,560124,3026,330,69.4,0.854,2.5,3.1635,0,0
31930,560128,3026,2201,64.3,0.942,2.1,2.552,1,1
31930,560132,3026,2202,116.4,0.973,3.1,2.3745,0,2
31942,560330,3026,330,75.8,0.809,2.2,3.043,0,2
31942,560334,3026,2201,88.1,1,2.3,2.9965,2,1
31942,560338,3026,2202,88.5,0.959,2.2,3.066,0,2
31961,560687,3026,2801,121.1,1,3.7,1.944,2,0
31961,560691,3026,3105,120.3,0.918,3.6,2.306,0,0
31961,560695,3026,2601,110.2,0.983,3,1.9285,2,0
31977,560980,3026,450,197.2,0.954,4.4,2.687,2,2
31977,560984,3026,2503,166.2,1,4.2,2.526,0,0
31977,560988,3026,320,188.4,0.921,4.2,2.5115,2,2
31997,561330,3026,2801,112.2,0.909,3,2.416,2,2
31997,561334,3026,3105,61.3,0.158,2.2,1.5905,0,0
31997,561338,3026,2601,117.1,0.769,3,2.7145,2,0
32061,562438,3026,1505,50.4,1,1.8,3.337,0,2
32061,562442,3026,1807,41.2,0.847,1.6,2.4265,1,0
32061,562446,3026,1804,44.2,0.884,1.4,2.5175,0,2
32083,562833,3026,520,95.1,1,3.1,3.454,2,2
32083,562838,3026,2402,93.7,1,2.9,1.973,2,2
32083,562842,3026,2904,90.9,1,3,2.1165,2,2
32116,563429,3026,450,74.1,0.989,2.3,2.4765,0,0
32116,563433,3026,2503,67.2,1,2.2,0.925,0,0
32116,563437,3026,320,69.4,0.854,2.1,1.472,0,2
32118,563466,3026,450,117.8,1,3.4,2.9565,0,2
32118,563471,3026,2503,63.4,1,1.9,3.127,0,2
32118,563476,3026,320,88.5,0.989,2.5,3.238,0,2
32147,563992,3026,450,87.5,0.989,3.1,4,0,2
32147,563996,3026,2503,91.7,0.988,3.6,3.522,0,2
32147,564000,3026,320,95.3,1,3,4,2,2
32165,564319,3026,2801,107,1,3.8,1.1535,0,2
32165,564323,3026,3105,79.3,0.986,3.2,1.2145,0,0
32165,564327,3026,2601,123.6,1,4.1,0.68,2,2
32192,564802,3026,330,32.4,0.472,1.4,3.207,2,0
32192,564806,3026,2201,32.4,0.477,1.4,2.6785,0,0
32192,564810,3026,2202,39.6,0.658,1.4,3.4675,2,2
32200,564937,3026,450,114.2,0.966,2.9,4,2,2
32200,564942,3026,2503,83.1,0.753,2.7,3.7545,2,0
32200,564947,3026,320,82.1,0.719,2.8,4,2,2
32205,565035,3026,330,77.3,0.831,3,2.856,0,0
32205,565040,3026,2201,87.3,0.977,3.1,2.5115,2,1
32205,565044,3026,2202,152.6,1,4.3,3.098,0,2
32210,565127,3026,330,43,0.697,1.8,2.187,2,2
32210,565131,3026,2201,42.5,0.686,1.7,1.9965,2,1
32210,565135,3026,2202,73.1,0.959,2.2,2.1495,0,2
32213,565185,3026,330,87.6,0.989,2.8,4,0,2
32213,565189,3026,2201,100.9,0.826,3.2,4,2,2
32213,565193,3026,2202,107.2,0.986,3.3,3.7925,2,0
32221,565334,3026,2801,120,1,3.6,4,2,2
32221,565338,3026,3105,100.4,0.986,3.1,3.1735,2,0
32221,565342,3026,2601,157.6,0.974,4.2,2.3985,0,2
32239,565652,3026,330,97.4,1,2.8,3.8255,0,0
32239,565656,3026,2201,88.6,0.907,2.7,4,1,0
32239,565660,3026,2202,117.4,1,3.3,4,2,2
32240,565670,3026,2801,137.9,1,4,3.1505,2,2
32240,565674,3026,3105,156.9,0.979,4.2,2.6135,0,2
32240,565678,3026,2601,175.9,1,4.4,1.744,0,0
32258,566007,3026,330,10.5,0.169,2,0.7245,0,2
32258,566012,3026,2201,26.4,0.453,1.4,2.61,0,1
32258,566017,3026,2202,39.4,0.795,1.5,2.3465,2,2
32291,566626,3026,1505,40,1,1.6,3.2565,0,2
32291,566630,3026,1807,46,0.833,1.6,2.1145,1,0
32291,566635,3026,1804,35,0.739,1.4,2.076,0,0
32311,567000,3026,520,119.5,0.923,3.3,3.541,0,2
32311,567004,3026,2402,115.2,0.862,3.3,3.0455,2,0
32311,567008,3026,2904,86.5,1,2.8,1.862,0,0
32330,567330,3026,2801,118.4,1,3.8,4,2,0
32330,567334,3026,3105,99.3,0.966,3.2,4,0,2
32330,567338,3026,2601,121.3,0.983,3.8,4,2,2
32379,568193,3026,1505,27.7,0.684,1.5,2.4355,0,0
32379,568198,3026,1807,31.1,0.611,1.5,1.389,0,0
32379,568203,3026,1804,52.4,0.957,2,2.1785,0,2
32392,568436,3026,2801,86,1,2.8,1.0425,2,2
32392,568440,3026,3105,73.8,0.986,2.4,0.8845,2,0
32392,568444,3026,2601,88.3,0.966,2.6,2.413,2,2
32418,568870,3026,450,120.1,1,3.6,3.7305,2,2
32418,568874,3026,2503,107.1,1,3,3.4495,0,2
32418,568878,3026,320,113.2,0.989,3.3,3.657,2,2
32489,570133,3026,520,140,1,4.2,3.178,0,2
32489,570137,3026,2402,132.2,1,4,2.216,2,1
32489,570141,3026,2904,108.4,1,3.6,2.236,2,2
32506,570378,3026,410,48.3,0.9,1.6,1.107,0,2
32506,570382,3026,2504,39.6,0.72,1.5,2.663,0,0
32506,570386,3026,2101,53.4,0.959,1.6,2.1935,1,2
32508,570400,3026,450,127.1,1,3.5,4,0,2
32508,570404,3026,2503,122.5,1,3.6,4,2,2
32508,570408,3026,320,189.8,1,4.6,3.627,2,2
32511,570442,3026,450,74.8,1,2.5,2.4015,2,2
32511,570446,3026,2503,59.2,0.963,1.9,1.9365,0,0
32511,570450,3026,320,63.2,0.764,2.2,0.8665,2,2
32514,570496,3026,2801,77.4,1,2.3,0.9865,2,2
32514,570500,3026,3105,63.7,0.808,2,2.87,0,0
32514,570504,3026,2601,76.7,1,2.3,2.1935,0,2
32538,570929,3026,2801,83.7,0.932,2.6,1.623,0,2
32538,570933,3026,3105,64.3,0.795,2,1.4115,2,0
32538,570937,3026,2601,85.6,0.966,2.7,1.524,2,0
32581,571596,3026,2801,121.1,1,3.8,3.0645,2,2
32581,571601,3026,3105,87.3,1,3,1.736,2,0
32581,571605,3026,2601,98,1,3.3,2.247,2,0
32582,571615,3026,2801,96.6,1,2.8,3.4025,0,0
32582,571619,3026,3105,82.9,0.979,2.4,3.1675,0,0
32582,571623,3026,2601,87.2,0.906,2.3,3.3,0,2
32591,571784,3026,2801,83.6,0.943,2.8,1.514,0,2
32591,571788,3026,3105,73.4,0.76,2.4,1.5625,0,0
32591,571792,3026,2601,78.2,0.983,2.5,2.4305,2,0
32609,572096,3026,2401,0,0,-1,1.9625,2,0
32609,572100,3026,350,27.2,0.5,1.5,2.2055,0,2
32609,572104,3026,2203,56.9,0.386,1.8,1.913,0,0
32622,572283,3026,450,53.5,0.851,1.7,1.4535,0,0
32622,572288,3026,2503,39.1,0.691,1.4,1.041,0,0
32622,572293,3026,320,49,0.764,1.5,0.7415,2,2
32666,573084,3026,2801,18.2,0.25,1.3,1.7195,0,2
32666,573088,3026,3105,51.3,0.658,1.6,0.919,0,0
32666,573092,3026,2601,63.8,0.709,1.7,0.2505,0,0
32680,573311,3026,520,114.6,0.987,3.8,3.406,2,2
32680,573315,3026,2402,97.4,1,3.3,2.738,2,1
32680,573319,3026,2904,69.2,0.98,2.7,2.903,2,2
32714,573907,3026,330,36,0.573,1.9,1.685,2,0
32714,573911,3026,2201,36.7,0.605,1.5,2.2835,0,2
32714,573915,3026,2202,35.1,0.699,1.6,2.458,2,0
32725,574113,3026,1505,156.1,1,4.2,2.4785,2,2
32725,574117,3026,1807,156.6,1,4.2,2.5325,2,2
32725,574121,3026,1804,169.5,1,4.1,1.688,2,2
32731,574223,3026,2801,175,1,4.6,1.4495,2,2
32731,574227,3026,3105,140.3,0.973,4,1.224,0,0
32731,574231,3026,2601,189.2,1,4.6,1.9215,2,2
32739,574301,3026,2801,102,1,3.1,2.131,2,0
32739,574305,3026,3105,68.1,0.767,2.4,3.3075,0,0
32739,574309,3026,2601,112.6,0.991,3.2,3.058,0,0
32762,574593,3026,2401,67.3,0.963,2.2,2.7725,0,2
32762,574597,3026,350,98.4,1,2.9,2.8185,2,2
32762,574601,3026,2203,64,1,2.6,2.4955,2,2
32764,574629,3026,2401,90.7,0.914,2.6,1.9745,2,2
32764,574633,3026,350,78.1,0.375,2.7,1.829,2,0
32764,574637,3026,2203,113.8,0.545,3,1.8675,2,0
32784,574938,3026,520,135.4,1,4.1,3.564,2,2
32784,574942,3026,2402,135.9,1,4.1,3.757,2,2
32784,574946,3026,2904,132.2,1,4.2,2.471,2,2
32799,575188,3026,1505,46.9,0.965,2,3.1995,0,2
32799,575192,3026,1807,40,0.75,1.6,2.2765,2,0
32799,575196,3026,1804,29.8,0.623,1.4,2.3695,0,2
32825,575617,3026,1505,67.5,1,2.1,3.43,0,2
32825,575621,3026,1807,57.5,0.972,1.9,2.3125,0,0
32825,575625,3026,1804,54.8,0.913,1.7,2.376,0,0
32841,575903,3026,2803,98.1,1,3,4,2,2
32841,575907,3026,2902,103.3,1,3.1,3.2375,1,0
32841,575911,3026,3106,90.6,0.889,2.7,2.9215,0,2
32846,575995,3026,2001,62.7,0.986,1.9,2.261,2,2
32846,575999,3026,1502,71.4,1,2.2,3.3525,2,2
32846,576003,3026,1703,81.7,1,2.3,1.834,0,0
32852,576106,3026,2401,104.5,0.951,2.9,3.2735,2,2
32852,576110,3026,350,106.4,0.963,2.6,3.3785,2,2
32852,576114,3026,2203,94.7,0.966,2.7,1.7505,2,0
32859,576220,3026,2801,40.7,0.67,1.7,2.95,0,2
32859,576225,3026,3105,43.8,0.589,1.7,1.3255,2,0
32859,576229,3026,2601,58.8,0.957,2.2,2.0615,2,2
32896,576863,3026,450,128.7,1,3.8,4,2,2
32896,576867,3026,2503,120.3,1,3.6,4,2,0
32896,576871,3026,320,138.7,1,4.1,3.499,2,2
32922,577291,3026,330,29.5,0.483,1.3,0,2,0
32922,577295,3026,2201,42.5,0.721,1.7,0,0,1
32922,577299,3026,2202,45.8,0.918,1.6,1.421,0,2
32947,577742,3026,450,140.2,1,3.9,3.197,2,2
32947,577746,3026,2503,131.9,1,3.9,2.41,0,2
32947,577750,3026,320,133,1,3.8,2.799,2,2
32973,578143,3026,2701,58.4,0.94,1.8,1.0125,2,2
32973,578147,3026,420,84.2,0.989,2.6,1.607,0,0
32973,578151,3026,2403,43.6,0.81,1.6,2.045,0,0
33014,578732,3026,450,104,1,3.3,3.225,0,2
33014,578736,3026,2503,76.9,0.988,2.5,3.5015,0,2
33014,578740,3026,320,102,0.989,3.1,1.9825,2,2
33056,579431,3026,2701,70,0.983,2.6,2.4245,0,2
33056,579436,3026,420,86.2,1,2.8,3.027,2,2
33056,579440,3026,2403,66.1,0.987,2.7,4,2,2
33067,579638,3026,1505,50.4,1,1.7,3.4585,0,2
33067,579643,3026,1807,40.4,0.833,1.5,2.9455,0,0
33067,579648,3026,1804,38.7,0.812,1.3,3.79,0,0
33073,579738,3026,450,148.7,1,4,4,0,2
33073,579743,3026,2503,135.6,0.988,3.6,3.242,0,2
33073,579747,3026,320,128.9,1,3.7,3.9685,2,2
33108,580344,3026,2401,128.2,1,3.8,1.68,2,2
33108,580348,3026,350,86.2,0.975,2.8,2.4425,0,2
33108,580353,3026,2203,83.6,0.977,2.8,2.2535,2,0
33138,580821,3026,2401,103.8,0.988,2.9,2.691,0,2
33138,580826,3026,350,74.8,1,2.4,2.952,2,2
33138,580831,3026,2203,68.4,0.977,2.3,3.676,2,2
33167,581303,3026,2803,99.6,1,3.4,2.5605,0,2
33167,581308,3026,2902,100.5,0.957,3.3,2.5185,1,0
33167,581312,3026,3106,97.2,0.957,3.1,2.8805,0,0
33184,581500,3026,2401,46.8,0.827,2,4,0,2
33184,581505,3026,350,45.7,0.825,2,4,2,2
33184,581510,3026,2203,29.3,0.432,1.7,1.1925,2,2
33194,581617,3026,2801,28.1,0.455,1.5,1.592,2,0
33194,581621,3026,3105,39.8,0.185,1.8,0.6875,0,0
33194,581625,3026,2601,36.7,0.496,1.3,1.365,0,0
33253,582510,3026,2701,78.9,0.915,2.2,1.852,2,2
33253,582514,3026,420,79.1,0.955,2.4,2.024,0,2
33253,582518,3026,2403,77.7,0.949,2.4,1.76,0,2
33264,582671,3026,520,66.4,0.936,2.1,4,2,1
33264,582675,3026,2402,63.2,1,2.1,3.1545,2,2
33264,582679,3026,2904,55.6,0.92,1.8,2.802,2,2
33273,582834,3026,1505,95.4,0.982,2.8,3.3305,0,2
33273,582838,3026,1807,72.8,0.889,2,1.8075,1,0
33273,582842,3026,1804,62.3,0.826,2.2,2.5835,2,2
33303,583314,3026,1401,39.6,0.974,1.3,3.7285,2,2
33303,583318,3026,1603,23.7,0.472,1.2,3.9555,0,0
33303,583323,3026,1903,26.4,0.474,1.3,1.991,2,1
33367,584141,3026,2302,72.9,1,2.3,2.02,2,2
33367,584145,3026,2102,79.8,0.92,2.4,1.5045,2,0
33367,584149,3026,310,87.9,0.966,2.6,1.8255,2,0
33392,584502,3026,520,87.2,1,2.9,3.148,0,2
33392,584506,3026,2402,93.4,1,2.8,3.263,0,2
33392,584510,3026,2904,79.7,0.99,2.5,2.1915,2,2
33400,584651,3026,2801,184,1,4.6,4,2,0
33400,584655,3026,3105,160.6,0.904,4.3,2.737,2,2
33400,584659,3026,2601,218.4,1,4.8,2.7965,2,2
33408,584775,3026,450,92.9,0.989,2.5,2.597,2,0
33408,584779,3026,2503,59.8,0.901,1.7,2.3455,0,2
33408,584783,3026,320,73.7,0.966,2,2.4885,2,2
33430,585059,3026,520,106,1,3.4,2.0895,0,0
33430,585063,3026,2402,110,1,3.7,2.6645,0,1
33430,585067,3026,2904,94,1,3.5,1.8745,0,2
33449,585260,3026,2401,105.5,1,3.4,4,,
33449,585264,3026,350,121.6,1,3.3,3.42,,
33449,585268,3026,2203,108.5,1,3.5,3.4615,,
33488,585714,3026,2302,33,0.512,1.4,2.525,0,0
33488,585719,3026,2102,23.6,0.44,1.2,1.7345,0,2
33488,585724,3026,310,26,0.437,1.4,1.84,2,0
33499,585865,3026,1401,15.4,0.564,1,2.945,2,2
33499,585870,3026,1603,15.3,0.306,1,1.5935,0,0
33499,585875,3026,1903,0,0,-1,0.5745,0,0
33503,585913,3026,1505,67.9,0.982,2.3,3.2575,0,2
33503,585917,3026,1807,68.7,1,2.4,3.5585,1,2
33503,585921,3026,1804,71.8,0.971,2.1,3.2935,0,0
33511,586034,3026,2801,41.5,0.159,1.5,2.188,0,2
33511,586039,3026,3105,0,0,-1,1.5865,0,0
33511,586044,3026,2601,32,0.53,1.5,1.922,2,0
33546,586542,3026,2001,79.8,1,2.4,2.3235,2,2
33546,586546,3026,1502,101.6,1,2.9,2.8385,0,2
33546,586550,3026,1703,57.8,1,2.2,1.0955,0,0
33562,586801,3026,410,54.2,1,2.3,3.476,2,2
33562,586805,3026,2504,63.9,0.987,2.5,2.955,2,0
33562,586809,3026,2101,49.2,1,2,3.8935,1,2
33564,586837,3026,410,114.1,1,3.6,4,2,2
33564,586841,3026,2504,105.6,0.987,3.4,3.6315,2,2
33564,586845,3026,2101,102.9,0.986,2.9,3.6335,2,2
33569,586937,3026,450,59.6,1,2.5,3.96,2,2
33569,586941,3026,2503,52.4,0.951,2.1,3.2285,0,2
33569,586945,3026,320,61.2,1,2.4,2.679,2,2
33576,587022,3026,410,114.5,1,3.5,4,2,2
33576,587027,3026,2504,105.1,0.987,3.1,3.9785,2,0
33576,587032,3026,2101,79.5,1,2.6,3.643,1,0
33595,587343,3026,410,55.5,0.429,2.2,2.595,0,2
33595,587347,3026,2504,66.9,0.987,2.3,2.645,0,2
33595,587351,3026,2101,57,1,2.1,3.1235,2,2
33599,587406,3026,2302,100.5,1,2.8,4,0,2
33599,587410,3026,2102,126.7,0.96,3.6,2.152,0,2
33599,587414,3026,310,96,0.517,2.2,3.0675,2,0
33600,587424,3026,2302,53.1,0.28,1.6,1.8335,0,0
33600,587428,3026,2102,50.7,0.547,1.6,0.854,2,0
33600,587432,3026,310,49.3,0.529,1.5,1.8935,2,0
33613,587633,3026,410,78.4,1,2.7,4,2,2
33613,587637,3026,2504,71.7,0.96,2.6,4,2,2
33613,587641,3026,2101,61.2,0.973,2.4,2.9945,2,2
33621,587750,3026,520,135.3,1,4.2,3.742,2,2
33621,587754,3026,2402,104.2,1,3.6,3.084,2,2
33621,587758,3026,2904,95.4,1,3.5,2.68,2,2
33654,588227,3026,2803,60.4,0.769,2.5,4,2,2
33654,588231,3026,2902,41.2,0.672,2.5,1.781,1,2
33654,588235,3026,3106,63.7,0.889,2.6,2.4615,2,0
33655,588245,3026,1401,102.8,1,2.6,2.7365,0,2
33655,588249,3026,1603,78.9,0.944,2.4,4,2,0
33655,588253,3026,1903,95.6,1,2.9,3.134,0,0
33659,588275,3026,2803,103.1,0.76,3.1,2.968,2,0
33659,588279,3026,2902,81.3,0.966,2.7,2.3475,1,0
33659,588283,3026,3106,97.6,0.983,3.3,1.683,0,0
33680,588502,3026,2001,25.2,0.479,1.2,2.8275,0,0
33680,588507,3026,1502,28.1,0.656,1.2,3.812,0,0
33680,588512,3026,1703,25.3,0.493,1.3,2.8195,2,0
33683,588559,3026,410,73.9,0.986,2.6,3.378,0,2
33683,588563,3026,2504,82.3,1,2.7,1.134,0,2
33683,588567,3026,2101,68.2,0.781,2.4,3.4415,1,0
33706,588940,3026,2803,112.4,1,3.6,2.5465,2,2
33706,588944,3026,2902,105.3,1,3.4,1.7795,2,0
33706,588948,3026,3106,109.3,1,3.5,1.809,0,2
33737,589478,3026,2302,60.8,0.902,1.9,3.065,2,2
33737,589482,3026,2102,45.6,0.893,1.6,3.12,2,2
33737,589486,3026,310,53.7,0.908,1.9,3.9465,2,0
33759,589843,3026,2001,30.4,0.562,1.3,1.856,0,0
33759,589848,3026,1502,32.5,0.77,1.1,2.276,2,0
33759,589852,3026,1703,18.3,0.358,1.2,2.4105,2,2
33775,590124,3026,2803,106.7,1,3.4,3.049,0,2
33775,590128,3026,2902,110.6,1,3.4,2.34,2,2
33775,590132,3026,3106,110.3,1,3.5,2.7135,0,2
33781,590220,3026,410,90.7,1,2.9,3.061,2,2
33781,590224,3026,2504,78.6,0.96,3,3.012,2,0
33781,590228,3026,2101,83.9,1,3.1,4,1,2
33787,590347,3026,2302,48.6,0.866,1.7,2.767,2,0
33787,590352,3026,2102,46.3,0.893,1.7,2.649,0,0
33787,590357,3026,310,39.1,0.655,1.7,2.028,2,0
33791,590376,3026,410,88.3,1,3.1,2.7335,2,2
33791,590380,3026,2504,99.9,1,3.5,4,2,2
33791,590384,3026,2101,78,1,2.9,4,2,0
33795,590448,3026,2803,119.4,0.967,3.3,3.509,2,2
33795,590452,3026,2902,110.5,0.966,3.1,2.2405,2,0
33795,590456,3026,3106,121.6,0.974,3.2,2.0015,1,0
33814,590784,3026,2803,98.1,1,2.9,2.382,1,0
33814,590788,3026,2902,121.7,1,3.4,1.687,1,2
33814,590792,3026,3106,111.5,1,3.2,1.9925,2,1
33860,591627,3026,2803,86.3,0.967,2.5,1.569,0,0
33860,591631,3026,2902,71.9,0.974,2.3,1.788,0,2
33860,591635,3026,3106,73.2,1,2.2,1.381,0,1
33863,591654,3026,450,92.7,0.966,2.7,1.2205,0,2
33863,591658,3026,2503,98.9,0.901,2.9,1.8585,0,0
33863,591662,3026,320,78.8,0.461,2.9,1.796,2,0
33883,592093,3026,2001,38.2,0.712,1.4,2.163,0,0
33883,592097,3026,1502,36.7,0.852,1.2,2.3745,0,0
33883,592102,3026,1703,28.6,0.567,1.4,1.397,0,2
33886,592148,3026,2803,106.6,0.992,3.4,2.094,0,0
33886,592152,3026,2902,110.9,1,3.3,2.4265,0,0
33886,592156,3026,3106,100.5,1,3.1,1.842,0,1
33887,592166,3026,2801,135.7,1,3.7,2.2855,0,2
33887,592170,3026,3105,128.4,0.897,3.3,4,0,0
33887,592174,3026,2601,169.6,0.949,4.1,1.66,0,0
33895,592332,3026,2001,55.8,0.945,1.8,2.69,0,2
33895,592336,3026,1502,22.7,0.328,1.4,2.857,0,0
33895,592340,3026,1703,44.8,0.642,1.9,3.3525,2,2
33903,592481,3026,410,65.3,0.971,2.2,3.3245,2,2
33903,592485,3026,2504,55.2,0.787,2.1,2.0405,0,0
33903,592489,3026,2101,63.5,0.959,2.1,3.002,0,0
33924,592798,3026,2302,49.8,0.805,1.8,2.671,2,2
33924,592802,3026,2102,32,0.587,1.6,2.207,0,0
33924,592806,3026,310,32.2,0.506,1.5,2.129,2,0
33926,592834,3026,2302,33.3,0.5,1.2,2.7275,0,0
33926,592839,3026,2102,45.8,0.733,1.5,3.221,2,2
33926,592843,3026,310,48.6,0.816,1.7,3.809,2,0
33929,592893,3026,2001,41.5,0.836,1.3,3.046,2,2
33929,592898,3026,1502,59.1,1,1.5,3.4275,2,2
33929,592902,3026,1703,47.2,0.985,1.6,2.9695,2,0
33945,593121,3026,2701,38.8,0.419,1.7,1.191,0,0
33945,593125,3026,420,65.8,0.944,2,1.825,1,2
33945,593129,3026,2403,53.6,0.608,1.6,2.3535,2,2
33947,593157,3026,2701,43.2,0.709,1.7,1.5705,2,0
33947,593161,3026,420,68.8,0.292,2.1,2.2425,2,0
33947,593165,3026,2403,49.1,0.329,1.6,2.0055,0,2
33950,593217,3026,2701,124.9,0.983,3.6,2.348,2,2
33950,593221,3026,420,136.6,1,3.9,3.4405,2,2
33950,593225,3026,2403,108.8,1,3,3.2445,1,2
34017,594201,3026,2803,107.3,1,3.5,1.9005,2,2
34017,594206,3026,2902,98.6,1,3.4,2.7055,2,2
34017,594211,3026,3106,112.1,1,3.5,2.529,2,1
34032,594438,3026,2803,115.3,0.975,3.5,2.0545,2,0
34032,594442,3026,2902,89.7,0.974,2.8,2.434,1,0
34032,594446,3026,3106,87.6,0.949,2.7,2.2195,2,1
34034,594460,3026,2803,132.9,1,3.7,2.518,2,0
34034,594464,3026,2902,140.9,1,4,2.822,2,0
34034,594468,3026,3106,146.6,1,4,2.8,2,0
34039,594551,3026,2803,92.4,1,2.9,2.986,0,0
34039,594556,3026,2902,80.2,0.957,2.4,3.707,0,0
34039,594561,3026,3106,103.5,1,3.3,2.335,0,1
34043,594626,3026,2803,102.6,1,3.4,0,0,0
34043,594630,3026,2902,85.6,1,3.2,2.949,1,2
34043,594634,3026,3106,99.9,0.983,3,1.436,2,0
34052,594787,3026,2302,71.3,1,2.2,3.865,2,2
34052,594791,3026,2102,97.7,1,2.9,2.921,0,2
34052,594795,3026,310,68.8,1,2.3,4,2,0
34053,594806,3026,2302,73.5,1,2.5,3.107,2,2
34053,594811,3026,2102,64.4,1,2.3,3.4065,2,2
34053,594816,3026,310,48.7,0.828,1.8,2.8365,2,0
34059,594895,3026,2803,103.7,1,3.5,2.8295,2,0
34059,594899,3026,2902,105.6,1,3.5,3.195,0,2
34059,594903,3026,3106,99.6,1,3.4,3.283,2,0
34099,595368,3026,520,83.5,1,2.7,1.4445,0,2
34099,595373,3026,2402,76.6,1,2.5,1.801,2,0
34099,595377,3026,2904,82.2,1,2.7,1.134,2,2
34102,595399,3026,520,71.6,0.987,2.3,1.5625,0,0
34102,595403,3026,2402,48.3,0.828,2.3,1.8745,0,1
34102,595407,3026,2904,54.5,0.94,2,0.593,0,0
34115,595535,3026,1401,25.8,0.949,1.3,2.2895,0,0
34115,595540,3026,1603,12.9,0.25,1.1,1.585,0,0
34115,595545,3026,1903,16.8,0.289,1.2,1.7905,0,1
34127,595644,3026,410,102.8,1,3.1,4,2,2
34127,595648,3026,2504,84.3,0.987,2.6,1.849,2,0
34127,595652,3026,2101,84.3,1,2.6,2.5235,1,2
34131,595720,3026,450,111.7,0.943,3.2,2.0305,0,2
34131,595724,3026,2503,79.7,0.938,2.6,1.804,0,2
34131,595728,3026,320,43.4,0.404,2.2,0.997,2,2
34140,595828,3026,2302,126.5,1,3.6,2.583,2,2
34140,595832,3026,2102,125,0.987,3.5,2.81,2,0
34140,595836,3026,310,105.1,1,2.8,3.53,2,0
34144,595903,3026,450,191,1,4.5,2.8115,0,0
34144,595908,3026,2503,137.9,1,4,1.7545,0,2
34144,595912,3026,320,170.9,1,4.5,1.655,1,2
34170,596320,3026,2701,105.4,0.983,3.4,4,,
34170,596324,3026,420,129.5,1,3.7,3.066,,
34170,596328,3026,2403,81.5,0.848,2.7,2.466,,
34172,596354,3026,2701,103.7,1,3.3,3.2195,,
34172,596358,3026,420,108.6,1,3.1,2.1525,,
34172,596362,3026,2403,97.5,1,3.3,4,,
34230,597299,3026,410,149.6,1,4.1,2.5255,2,2
34230,597303,3026,2504,188.1,1,4.7,3.4735,0,0
34230,597307,3026,2101,143.4,1,4.2,3.369,2,2
34238,597415,3026,2401,90.5,1,3,4,0,2
34238,597419,3026,350,105.5,1,2.8,4,2,2
34238,597423,3026,2203,84.8,1,2.8,4,2,2
34273,598018,3026,2803,116.5,1,3.5,2.1355,2,0
34273,598022,3026,2902,108,1,3.2,2.625,1,2
34273,598026,3026,3106,107.7,1,3,2.2345,2,0
34287,598216,3026,2701,85.2,1,2.7,3.5405,2,2
34287,598220,3026,420,94.1,0.989,2.9,1.8435,1,2
34287,598225,3026,2403,84.8,1,3,4,0,2
34299,598398,3026,2302,77.5,1,2.4,3.4925,2,0
34299,598402,3026,2102,63.4,0.933,1.9,2.031,2,2
